№ п/п;Дата платежа ;Назначение платежа;Сумма;
1191;25.09.2024;"ТОО ""Shine ProJect"" Окончательная оплата (2 этап - ЗКО, п.Жампиты - 5 домов) Авторский надзор по факту выполненных работ  по  Договор №11-02-6-230  от 13.06.2024г.  Акт выполненных работ №50 от 10.09.2024 года/ Строительство 5-ти одноквартирных жилых домов по адресу Западно-Казахстанская область Сырымский район п.Жампиты» - всего 5 домов )";326 953;
1192;25.09.2024;"ТОО ""Сарнати""Окончательная плата (2 этап-ЗКО, п.Жампиты -5 домов) Технадзор по факту выполненных работ  по  Договор  №11- 02-6-231 от 13.06.2024 год  за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. АВР №47 от 20.09.2024 года, / Технадзор Строительство 5-ти одноквартирных жилых домов по адресу ЗКО  Сырымский район п.Жампиты» - всего 5
домов )";1 462 147;
1193;27.09.2024;"ТОО ""EXOS""Возврат средств за не предоставленные услуги";-                                         2 000 000;
1194;27.09.2024;"ТОО ""Medicare International""возврат средств Баяндин
РахаталиТимурович";-                                         2 750 000;
1195;27.09.2024;"ТОО ""Статус Трейд""Оплата (2 этап) по факту выполненных работ по  Договор №11-02-6-174 от 12.06.2024 года  /Строительство одноэтажных домов для граждан, пострадавших от ЧС (г.
Костанай, село Амангельды,3 дома)";53 967 609;
1196;27.09.2024;"ГККП ""Областной центр детско-юношеского туризма и экологии УО акимата ЗКО""Договору №11-02-6-169  от 11.06.2024г. - Обл.центр ДЮТ ЗКО Лагерь 2024  проект QH ""Жаздык жолдама -
2024""";6 000 000;
1197;27.09.2024;"ТОО ""Казинтертех СП""Оплата (3) по фактам за поставки  по Договорам  №2/55, №2/57, №2/58 от 15.07.24г., Алмат обл./Жетысу/  проект  ""Развитие потенциала опорных школ в сельской местности  (2 этап)"" КГУ «Школа - гимназия №28» ГУ
«Отдел образования по Илийскоиу району УО Алматинской области»/КГУ «Общ.СШ - лицей №4» ГУ «Отдел образования по Талгарскому району УО Алматинской области»/ КГУ «СШ им.А.Байтурсынова» ГУ «Отдел образования по Алакольскому
району УО Жетысу области»/";157 010 593;
1198;27.09.2024;"ТОО MEDINA BuildingОплата (6 этап-Пригородное-РБК-Акмол обл)  по факту выполненных работ по Договору №11-02-6-272  от
18.08.24 г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. Строительство 15 двухквартирного жилого дома в с.Пригородное, Жаркаинского района,Акмолинской
области)";31 880 667;
1199;27.09.2024;"ТОО «Kazakh Kazyna»Оплата (8 этап-Пригородное-РБК-Акмол обл)  по факту выполненных работ по Договору №11-02-6-271  от
10.07.24 г. за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. (Строительство 15 двухквартирного жилого дома в с.Пригородное, Жаркаинского района,Акмолинской
области)";63 761 330;
1200;27.09.2024;"ИП Art Collection (Жусупова Динара Сунгатовна)Предоплата 50%, Договор №09-02-3-314/1  от 20.09.2024г., (изготовление табличек) по Проект  ""QH Аудандык оңалту орталықтары"", Проект  ""QH Оңалту орталықтары"",   Проект QH Дихан ауылындағы оңалту
орталығы";45 000;
1201;27.09.2024;"ТОО ""Shugylakitap""Оплата по факту поставки по Договору  №РЦ- Р/2023-13-7 от 06.08.2024г. (Настольные  развивающие игры, демонстративный материал -32 позиций)   (ГКПнаПХВ Жаксынская РБ УЗ Акмол.области)   ПС №36 от 29.05.23г.проект
""QH Аудандык оналту орталыктары"".";300 000;
1202;27.09.2024;"ТОО ATTECH PreschoolОкончательная оплата 100 % по факту поставки по №РЦ-Р/2023-14-7 от 06.08.2024г. (Настольные развивающие игры, демонстративный материал -19 позиций) (ГКПнаПХВ  Жаксынская РБ УЗ Акмол.области) проект ""QH
Аудандык оналту орталыктары";500 000;
1203;27.09.2024;"ТОО ""Казкомсервис"" (Атырау стр-во)  Оплата (4 этап по факту АВР №238 от 05.09.24г., Договора №11-02-6-260 от 21.06.2024г.,
за услугу стр-ва жилых домов гражданам РК пострадавшим от паводков. (Атырау обл, г. Кульсары. Жылыойского р-на, 16
жилых домов)";80 599 986;
